const,X1,X2,X3,na1,na2,na3,na4,na5,Y
1.0,0.5141708443514336,0.48325495481097547,0.4937072316653343,0.20175274674451832,0.21660288138246497,0.827156239165898,0.32774959483734767,0.5132055371684195,1.0
1.0,0.5024371425444045,0.507358840867369,0.4973829314948303,0.7448657456820774,0.38522168261168094,0.5307429563915188,0.5868152728551382,0.7608241425968408,2.0
1.0,0.5005610575851216,0.49080169364330356,0.5070691425446318,0.5477947544677005,0.8175550854470787,0.35306795921793865,0.44618253543783326,0.4262277788988174,1.0
1.0,0.48875360287172454,0.48816103541705363,0.4939382304622854,0.43051576239947875,0.5959699659797555,0.723327025040448,0.291745548838488,0.6193530634915138,0.0
1.0,0.5022757493856825,0.5088069510228064,0.5156392568757241,0.2895551679172678,0.9793375028350416,0.45197989102369945,0.18020165179607364,0.12223495450852749,0.0
1.0,0.5068969497457155,0.5085259446656053,0.5102387340189941,0.4291304450568389,0.575604924566497,0.7652125435879469,0.6988955191771106,0.4481655789483666,0.0
1.0,0.48889744458224227,0.49747052334786124,0.4974814638805917,0.49124194769764706,0.5204191136371206,0.5856138139224912,0.23595455814550276,0.42295511947952247,0.0
1.0,0.4941279390760926,0.4956401451111534,0.48748030417538013,0.5787010180500272,0.36259866896159365,0.5148288842518393,0.45000989030155825,0.6005936488026128,0.0
1.0,0.4948329807875073,0.5069858322056036,0.5003897138437207,0.3337817167559826,0.4805272289828745,0.49621671693617514,0.16618949789688747,0.5587855072984159,1.0
1.0,0.4989636381822524,0.5153367203919488,0.5054549222914645,0.15365435416658962,0.3547675040121913,0.6986118668582835,0.4434326718172525,0.4400621484500469,0.0
1.0,0.5069974903623612,0.5040732285228398,0.48444297887191834,0.588379645972386,0.5154700742774025,0.40441671572745447,0.5746983847851149,0.3509108452992312,0.0
1.0,0.5045114943635576,0.5043189408302746,0.508567976048227,0.42910661308807807,0.3447917216660246,0.46615274507556337,0.5140315610612506,0.5163361013545106,2.0
1.0,0.5230861498078002,0.49490271685243153,0.4933021692449358,0.22589872499624097,0.6209983636191858,0.6140940613731779,0.6009235972298755,0.4351869905073428,0.0
1.0,0.4977419139852624,0.48538622296383316,0.49566793280715676,0.5107641903886161,0.9407385916760235,0.41008157485301605,0.6031228876596842,0.5226589498467725,0.0
1.0,0.4928815944284704,0.5001145300184969,0.5031885963689875,0.4886658089481276,0.44975578654376774,0.20101754024744892,0.5959146505428549,0.38865151149190247,0.0
1.0,0.4967320850437046,0.5054448107638343,0.4976580697510705,0.5462118409827623,0.21616598790744504,0.6944830034691646,0.5302870851457095,0.6302565157463124,0.0
1.0,0.4977284665434225,0.4915634537045215,0.4850982488995809,0.28908221948728147,0.6630012029468128,0.5468612117601848,0.3756724311516089,0.5111099254002797,0.0
1.0,0.49199609068276845,0.5034663855062699,0.505556469743643,0.4925265750543725,0.8751745449573812,0.5150929065219514,0.2765376444718062,0.7024610891435792,0.0
1.0,0.4970300576364726,0.48287959574950606,0.4951333821572061,0.5424560481394168,0.397549794671051,0.472802315962141,0.6526613720201943,0.30835496835106097,0.0
1.0,0.501928144349338,0.4885530549802241,0.48907155525344703,0.5867963629398837,0.6584008115273948,0.38349710253020003,0.27291002309101486,0.5051479368760593,0.0
1.0,0.5012222339325091,0.4914717364661163,0.5158781079032042,0.4359580140857662,0.2939517787389449,0.6474160692299747,0.3137929157744249,0.42686997180376207,0.0
1.0,0.5054255496020016,0.4977227668026975,0.49648485501758727,0.6806331022375942,0.7628909178431975,0.38532188586367133,0.5752870397685437,0.41340706794954074,1.0
1.0,0.49674153042291225,0.500892266392006,0.5076079939196755,0.29652955150020976,0.6707277851710265,0.43584492258406393,0.5691178039949226,0.386342958632069,0.0
1.0,0.4863420638182861,0.5014467360877871,0.5018039911418302,0.5194513560909733,0.3715271426927721,0.5572132093475778,0.3373072741477059,0.2996620203259359,1.0
1.0,0.4917566347497801,0.5244767906116137,0.49584982097872293,0.5076553069688375,0.6097852044801602,0.3955139873309219,0.26141831778394,0.6072553568739003,0.0
1.0,0.4976921814828313,0.5096831729273033,0.5004899150827011,0.34951797858088185,0.41151022394711323,0.5753779437459171,0.31943077993695534,0.1526451158980925,0.0
1.0,0.5126529750025942,0.4893244747031736,0.507942144472872,0.6449229663364608,0.6524249372719994,0.6707057858608457,0.4423679190801056,0.30715372772783933,0.0
1.0,0.4934107676553795,0.5092416856745942,0.513504654854965,0.43241854050434353,0.6725555227563571,0.30452274998376805,0.43635680353762996,0.631786319203834,0.0
1.0,0.5089089319678151,0.4916936300221607,0.5026907938354558,0.6696894280976018,0.6694743910264384,0.5243008014688102,0.6402898146952314,0.9546626966687235,1.0
1.0,0.4889094437130328,0.4909872694572831,0.49378935378676964,0.3887715258931203,0.4382955899533958,0.6315976283820652,0.6429602919355315,0.6435700018298445,0.0
1.0,0.494535245160807,0.5171705440490939,0.5031299692699621,0.3396168823766491,0.5299779791690183,0.6340536399907216,0.48777125564222634,0.3988002142836835,0.0
1.0,0.48972957387940547,0.4877448330829227,0.48525325563933797,0.33344006578405955,0.43723274739768836,0.6497364802438512,0.4062723786933774,0.4584266721506477,0.0
1.0,0.4798100958268201,0.4923746579891355,0.4971672474464625,0.22170457318421033,0.46968760930162257,0.45076326796901955,0.36411355180062893,0.33651222658955837,0.0
1.0,0.5016557056004044,0.5040695899380039,0.5008409774545133,0.49426634892321897,0.8331888230526364,0.592970706033042,0.5551615075063521,0.2989008881713059,0.0
1.0,0.5021731307173875,0.5153937061983416,0.5100114428894251,0.3268605834633535,0.5922913529462661,0.5188687393333262,0.4370203472827895,0.4370547567732996,0.0
1.0,0.48998781843886335,0.4923520290742479,0.5113122299472774,0.3444296277628363,0.331342174373783,0.5434725018883215,0.3874831051527924,0.4630937526440609,0.0
1.0,0.4956140031078942,0.47657425518697016,0.49699256667803204,0.772680538915739,0.4550123477144464,0.5124695051448318,0.5262027064145207,0.4208596012754709,0.0
1.0,0.4990238211238461,0.4943916718578151,0.5001169241751539,0.6055090363722493,0.7959192711577284,0.6881931294019918,0.6769547081216868,0.5775024068876423,1.0
1.0,0.48510266154814385,0.5110831426031948,0.5096119561592803,0.30219952397481825,0.6226302720166499,0.44135139695804837,0.47771910785298366,0.5607370443596741,0.0
1.0,0.5049935859338522,0.504272665433555,0.49343630145270234,0.3163992088650565,0.5343850624075467,0.16510988478763614,0.2135385619226426,0.5169618544951938,0.0
1.0,0.5048452242943416,0.5129473643115467,0.4927792706814149,0.6061062944825454,0.3687896446612831,0.21509558507557802,0.21980909719642408,0.7540400681083121,0.0
1.0,0.49243468934883405,0.5001387318211448,0.48877747460230536,0.5297143040866842,0.47094731211913343,0.5430008401142247,0.49275944420206785,0.3530818518342129,0.0
1.0,0.5112522565300925,0.5015683416965279,0.4969056995136864,0.3528176627126073,0.490865227596597,0.3942007178827413,0.40610662330715364,0.7679670152143842,0.0
1.0,0.4883484600648658,0.48936202152056146,0.4977559402840473,0.7056891032107315,0.7588745608192318,0.6380323961614573,0.564947744093171,0.5439723198166345,0.0
1.0,0.47492867425465923,0.4999341280110818,0.48461280758798786,0.37682490396368146,0.6950315850177414,0.42853905174319806,0.7376171102425039,0.5689803521332062,0.0
1.0,0.5001650614276202,0.5054869796122798,0.4819745506379895,0.17304300658427602,0.4807456320328725,0.3484803358064909,0.31973818364478507,0.6426530260540431,1.0
1.0,0.4840112406869988,0.5099926197775727,0.5123775692216911,0.5915566903950317,0.45071300466954867,0.6649604468440672,0.12297420362416725,0.5275935209772196,0.0
1.0,0.49476817294855113,0.49214983760150866,0.48180121432028633,0.388648699908066,0.4266477155115135,0.42800309829683103,0.4861703075442693,0.5710624615520623,0.0
1.0,0.4865980697133607,0.5005368386673024,0.5058846309107744,0.6617646049341892,0.47224029792903877,0.4564263227741088,0.4735566590198226,0.6234614433197427,0.0
1.0,0.5111240419870795,0.4980278876352443,0.4893187398592673,0.30869501504742486,0.4781591437039591,0.3974490093000974,0.21145377949200958,0.6808629078749603,0.0
1.0,0.5058552218846176,0.5021263320420759,0.5109198003961141,0.48767307734795873,0.40626559244525307,0.4319743820457737,0.4068469443113955,0.4215955363597097,0.0
1.0,0.4942198783124741,0.5039923359479962,0.49078426395063646,0.6546065286179639,0.7099298139876007,0.5522165502342691,0.25363770077626147,0.2005114921788092,1.0
1.0,0.5082927229624152,0.5060962284925279,0.5009968958976211,0.2321172236134497,0.656810215049499,0.6750613661480865,0.4442513374660064,0.5036422032421862,1.0
1.0,0.5084648893593451,0.4925124943516935,0.517200434734499,0.4734937283370489,0.8991936084798741,0.35260028380929126,0.27540470312472837,0.28746838348630926,0.0
1.0,0.5019237924028415,0.5158522817303578,0.5105413563715467,0.41030100355806637,0.5346582622844107,0.4406611196732777,0.5438539254443364,0.6241016121045544,1.0
1.0,0.48992106134387925,0.49673859612800236,0.4893236188294238,0.33327627907864155,0.6820474640573903,0.6786265516553953,0.39969299734081054,0.6037980491030509,1.0
1.0,0.503267394095166,0.5061300813227301,0.4918159046850284,0.4970131294048616,0.3828198168571192,0.5248564981465991,0.163789473439572,0.30863900202177824,0.0
1.0,0.5121903737600865,0.5247455590392228,0.4897500601086856,0.5098778799309565,0.3152526559037145,0.5918403642032432,0.30415821283824,0.5499837158345602,0.0
1.0,0.4866112569266302,0.4916289491080111,0.5027810924268089,0.3151088799986463,0.5604852533401442,0.27657823717908014,0.4904644106167464,0.7352199010860326,0.0
1.0,0.5033992467939925,0.49564605652803345,0.4972230251919116,0.5988027111721796,0.3931255862554003,0.37243204371785865,0.5470758471252999,0.299269640957725,0.0
1.0,0.5154565437350831,0.5298263355661862,0.4876665413046704,0.4596586824470516,0.34687447735134175,0.45560030753799774,0.5627844795660978,0.40529556949148726,1.0
1.0,0.48932973114187217,0.48773461259549544,0.4864970541801227,0.6238398867169488,0.2935067682661634,0.5631944947638805,0.511665709162628,0.35949577174588293,1.0
1.0,0.5117265754698614,0.5019836661733114,0.5080715726502905,0.42118484960725666,0.3860787399306828,0.460365313861361,0.5577896350504937,0.3376525451678018,0.0
1.0,0.5094175057634514,0.4928745022854963,0.4931326575037904,0.5871060993827169,0.6120664814636256,0.34300775689762275,0.3131770858292245,0.5223190563660468,0.0
1.0,0.4996835570644747,0.4927887752950244,0.5102743529344642,0.41859642762228,0.472149256958048,0.3777069610052605,0.8023865781853087,0.5793114445823511,0.0
1.0,0.5031999654000144,0.515358782130343,0.4826114528007508,0.6051948259351542,0.40163418016295954,0.8592651163174234,0.2506888481851863,0.7373748540128625,0.0
1.0,0.5169345462738261,0.502428158328644,0.49715605766952387,0.6639694068234364,0.45901930796369744,0.7043347131954916,0.3595914175661743,0.3007111926905367,0.0
1.0,0.49469935691710126,0.4972820573553303,0.4866262791171454,0.683597554480476,0.5805083719233534,0.33381846215549027,0.703149303185621,0.4881409162814046,2.0
1.0,0.5017681275227763,0.49323982685440815,0.5119160926466555,0.4091518889190787,0.5077859254554498,0.4321596146232904,0.4588548119712435,0.6918750937657909,0.0
1.0,0.52135709006274,0.512152991709486,0.5149889486442104,0.6904226980616047,0.6649572228712862,0.42380747504841204,0.5298118895880427,0.46462762494933857,0.0
1.0,0.5055053268689472,0.5149004169129054,0.490081778584257,0.5826797766755786,0.6994466926691877,0.4578898903508805,0.5029624354768684,0.5285169103367566,0.0
1.0,0.5090836432603106,0.5148252588182082,0.48267250928936556,0.5894833249437446,0.8235207087051594,0.5992379587475057,0.6297044617132255,0.48880266844824943,0.0
1.0,0.5050808673980425,0.49533385825217946,0.496495316614503,0.5603969216273467,0.3867046452523651,0.19116685111812415,0.3906044447647834,0.37834375799565373,1.0
1.0,0.491870154376372,0.500431950521411,0.48459690743910466,0.8324506938581374,0.6919811243941845,0.44464680537209206,0.7932250560695688,0.5295914954845643,0.0
1.0,0.501919137939343,0.49559387481478423,0.504086894812431,0.4665967253359145,0.508329954687019,0.5294805289915651,0.19413564296585603,0.7584238293552787,0.0
1.0,0.5053217578271112,0.49462019022541104,0.495286707922464,0.842943065395625,0.558539490002799,0.2329056481879165,0.42171403113338235,0.5638208790253535,0.0
1.0,0.4993498215239684,0.5058100920073068,0.5040060848448528,0.5169921763318961,0.6932286871515608,0.5319737618593642,0.24313682162835043,0.5888536207849088,0.0
1.0,0.5007990240968239,0.49373913944615966,0.5068524782992814,0.6778893162399929,0.35482030913095247,0.31790249045427466,0.48063807710569884,0.4971494811239216,1.0
1.0,0.5043275714034844,0.49667174615912607,0.5048569088576724,0.5341973460399991,0.5819328730593307,0.6206015497010221,0.5904823046768007,0.5482189899478306,0.0
1.0,0.5000407173949493,0.5105659014475287,0.48978854830584734,0.35526865543017055,0.7544800486242392,0.3367262271939792,0.5763946684459083,0.6682199549118659,1.0
1.0,0.49216984642156664,0.4859492175968624,0.5066407897282104,0.4603516499449362,0.4041177324229827,0.45789184050374615,0.6540793685832261,0.4201483639761874,0.0
1.0,0.5157538528812058,0.49214437674983075,0.5036295084977632,0.3756099056350687,0.4823487390001494,0.40339302874508176,0.3314080164522766,0.6612251413258852,0.0
1.0,0.512651790562603,0.4910263865705536,0.4952566698954625,0.39874477981393003,0.548054644876155,0.48186060391156016,0.6343510729403188,0.6071036754866219,0.0
1.0,0.4974129275603264,0.4905867313359709,0.4899427218596309,0.6494905847305926,0.5682438347394697,0.8658205459111721,0.3454073899849024,0.5309383739750521,0.0
1.0,0.5154870872040486,0.5111199912192469,0.4977866739792704,0.5832393255223024,0.34146564558936193,0.7913901598869318,0.5099855854819969,0.38166172622177374,0.0
1.0,0.5073802081780622,0.4953246524189643,0.4959143142380318,0.6384909391822066,0.8210541051864461,0.699408812617129,0.364378293775035,0.3487504008666387,0.0
1.0,0.5001221385369401,0.5057807708122974,0.5052273707618568,0.5261283268242529,0.3723585919424792,0.27500842090143834,0.5950967758965373,0.42523987439004657,3.0
1.0,0.5028296466664189,0.49143784199338364,0.49690462748579767,0.7627691030264142,0.6188827752324096,0.28418223891488326,0.5533730679848524,0.3285718590272132,0.0
1.0,0.48779368668575457,0.4996480846740928,0.5053488568470133,0.40932259327729986,0.3990196262814646,0.4735202552445037,0.2928180316432318,0.6297731476234543,0.0
1.0,0.5080613610229197,0.504468794240235,0.5040172899049833,0.601160394411912,0.6517468158883811,0.5076141557662863,0.41398806595178306,0.6761584831199975,0.0
1.0,0.48549697419366883,0.5217569996193849,0.4808866064608807,0.7037216789869126,0.3699436730319744,0.9463859961072859,0.6356073518860317,0.588648005451948,0.0
1.0,0.49057695438960713,0.4885156449492704,0.5026232142548597,0.15746452752804171,0.5673278796653155,0.4195062910881169,0.15199635300793285,0.39513659935870377,1.0
1.0,0.4909054190357882,0.48836958989795776,0.4955347171806475,0.5779155848498787,0.7816238018669514,0.47392543046518615,0.521437127782758,0.7301940125031866,0.0
1.0,0.49086538345257913,0.4899613434166989,0.5215578404555551,0.4091341327640133,0.3003763709622879,0.3066037914418603,0.6357766970835411,0.37824720130782313,0.0
1.0,0.4998078007658095,0.5056966769291183,0.4905542172097315,0.36853265193771867,0.5683372141500076,0.4993461901312843,0.5332703371387761,0.26975305625283813,0.0
1.0,0.50957531713806,0.48033044167752065,0.5141791714635261,0.638715884198246,0.5204287880085234,0.5239499749652023,0.3572420053706179,0.4223969938172141,0.0
1.0,0.49374845122706373,0.4822150683078208,0.5000479833996264,0.19921226885242702,0.38624350564097615,0.5016453875017817,0.5199529614041314,0.4687624946900023,0.0
1.0,0.5016930262051618,0.5103080800102852,0.510196777444659,0.829879087080866,0.609237883436622,0.7061980009737517,0.35369984872612215,0.682704543629241,0.0
1.0,0.502270060865291,0.48738742058711365,0.49691481451703357,0.6478611724958693,0.4665621408782017,0.5591107350298297,0.0,0.12540302528551459,0.0
1.0,0.492173902157041,0.5098674594254033,0.48998666339872116,0.5307032233890732,0.7269633780034234,0.0,0.3979077860618864,0.5160645692103927,0.0
1.0,0.49619055830576514,0.49931218607113137,0.5048393904874262,0.21753075410490613,0.7274943481277695,0.45563860487219315,0.595015253517818,0.4632553180642907,0.0
1.0,0.48711632621638484,0.5182774132759045,0.49350582982458935,0.5289521106902152,0.5692491960772901,0.6108866724090493,0.510433966725389,0.39887591168025965,0.0
1.0,0.5095961260867393,0.49853551378019184,0.5096216245436116,0.40890493325746996,0.5945717697008729,0.5807176400328631,0.512749992932616,0.46458670266756996,1.0
1.0,0.5120728473407187,0.49559798412857153,0.48882586678780976,0.4499876719489824,0.28179146543281725,0.6234327025651976,0.49902531908223213,0.7445782846067477,1.0
1.0,0.4988323159624481,0.4981125735495439,0.5017597124634907,0.28435801433099533,0.6160187624249907,0.9119471604637731,0.4335805738154353,0.458790769030982,1.0
1.0,0.5050070564998961,0.5010172329247438,0.4836161720987865,0.7841990185122268,0.5168563476232007,0.0782611263329989,0.3166660265692887,0.5663843743052096,0.0
1.0,0.4905500491909426,0.5189213830551747,0.49559495502751855,0.5704857916740459,0.5971645289345632,0.5087411017885036,0.6008334575226464,0.42543004662168665,0.0
1.0,0.49477085888753525,0.5066100475719189,0.4863245467333171,0.38732811815722384,0.5702499593231151,0.2621049572879071,0.3114397004886036,0.7391881803364178,0.0
1.0,0.49331888879658914,0.4779374994115132,0.508655847720643,0.27407748677502125,0.7045651186084999,0.4114472110422585,0.18325720527834796,0.429249199725342,0.0
1.0,0.48505037881783425,0.5172964939769304,0.5066678244465194,0.4338009364833366,0.6819338976689487,0.5167770330253237,0.4660056136936299,0.4490559157270035,0.0
1.0,0.4946672397670746,0.5051029190694188,0.5015981742371872,0.4457182403536937,0.5302191480889304,0.5554056266696198,0.7235803550787581,0.5395842008035573,0.0
1.0,0.506840615230762,0.521521136366688,0.48801653728349387,0.4742829442222951,0.9071469962842466,0.5416911304047138,0.7146066599672942,0.29494897259190994,0.0
1.0,0.4945369343985296,0.5051482988805529,0.5131281600738612,0.547430307527013,0.5906492035480422,0.4206234189684425,0.4972660215494496,0.7005071361321672,0.0
1.0,0.5066451604068157,0.49909244700698285,0.49848891578950644,0.805941306805883,0.5495593400842019,0.2871110354905266,0.4262746614053009,0.7036918013607281,0.0
1.0,0.48957940797831684,0.5081323471597485,0.4996666453853101,0.4091742379357372,0.4167417170015361,0.41124491236697636,0.5844238092492214,0.45934925374872493,0.0
1.0,0.4941574262244372,0.4959840778732361,0.5065148133459775,0.2737335417870929,0.863848411674815,0.45566329141136874,0.5595645450254165,0.5477536080875486,0.0
1.0,0.4736654494631751,0.5121066000792847,0.5176956765482775,0.7348012158098592,0.7040193014583213,0.4724905399156771,0.42129144493520937,0.4236185485679427,0.0
1.0,0.5049994756938176,0.499869453475541,0.4990867700245507,0.44622539887313545,0.4683656260000614,0.3623334188908148,0.6279026895733372,0.3406676260813584,1.0
1.0,0.48865907661396313,0.4932198177985472,0.5044685937942992,0.12620994721091452,0.7693055860601844,0.7380716577187107,0.22521888836663714,0.3998582976816502,0.0
1.0,0.4959544917293201,0.5076375661875948,0.5042314101539846,0.4130681919119628,0.49890029244183043,0.3325470504963961,0.26909591741292377,0.19337014271610814,0.0
1.0,0.499048447003204,0.491596506800401,0.4868503049975187,0.3158704952216958,0.5531181408341487,0.6887549154050497,0.2943273614505754,0.49914879256865563,0.0
1.0,0.5030582400521615,0.4993844548108235,0.5068614957091426,0.4832375976079388,0.8468992358133015,0.6470415209236197,0.47868637177116,0.3002104065521724,1.0
1.0,0.49667144607578667,0.5007160742059035,0.5092166651302541,0.7674289432359415,0.6867034818789989,0.6337656356703388,0.7277595494656931,0.5989903234143481,0.0
1.0,0.4908962684107419,0.5113838616886032,0.49868721935190585,0.5605633173172446,0.5848068881170606,0.3287620097807618,0.06648254725748823,0.4601683617380812,1.0
1.0,0.5014065022979054,0.49569813248170425,0.516403737806644,0.5468091981652062,0.6324877815775001,0.5424959394727822,0.5936747107624968,0.0,0.0
1.0,0.5027630696023639,0.4975395742414332,0.4693887631871935,0.7235696465466325,0.08502446748860248,0.47419410153530683,0.40683706603434133,0.31622189789587307,0.0
1.0,0.49302814007744683,0.5031558778596205,0.49286759674848213,0.5125735818474981,0.6004983157498796,0.6306330476240308,0.36614276659460515,0.48849819763988755,3.0
1.0,0.48026145831975586,0.4892187052545602,0.5032602870115367,0.5180156679922376,0.6745175533399158,0.6617505287130856,0.6711436945792583,0.4159717177295988,0.0
1.0,0.4915256934982527,0.5175341017001863,0.4793383779599269,0.5471167988616733,0.6481653166469209,0.6476958333295154,0.6073091669174691,0.35397739346185925,0.0
1.0,0.49840273885332176,0.5032325266903577,0.5074460512911314,0.8000494582246876,0.3167497555381733,0.4568332161759155,0.586075173449037,0.6717264205087603,0.0
1.0,0.5021306350669309,0.5113448596079664,0.49789107736133453,0.482130859115944,0.6759327719347742,0.5369084019164809,0.5824760544876944,0.4716945097108171,0.0
1.0,0.49323047196833864,0.5129367437087725,0.5115860669030398,0.6380547874543189,0.7599685690512883,0.7457105093123964,0.8563394252068651,0.40611440948749855,0.0
1.0,0.49877650123500206,0.48994296125489534,0.5062116901594972,0.6185510844460042,0.5242292102552315,0.4430334184781768,0.38204615366946426,0.6964840479844061,0.0
1.0,0.5026586794142999,0.49952003023329666,0.48733632016931117,0.6453311320918148,0.4104467088075527,0.22427863750006385,0.5294809107934415,0.5947763365794055,0.0
1.0,0.4998095781900328,0.5177386849727448,0.48743817874911394,0.4407590624774949,0.657743901935153,0.443320543086044,0.48889223235400425,0.4607215467395747,0.0
1.0,0.5045070720780039,0.49303829491451867,0.5152648284806679,0.4817513610406476,0.371627065705476,0.614790329884272,0.2673576533953819,0.2828175760962535,1.0
1.0,0.4870504641460792,0.5243815694278521,0.4946800911202024,0.6086859625048177,0.444502671969796,0.5610681385627965,0.2958866880962936,0.7161198371210575,0.0
1.0,0.49347887966231047,0.4903015855821596,0.4953810617244496,0.7744597669913125,0.6298570138460083,0.5038752816653272,0.17019155093171104,0.44245339431221975,0.0
1.0,0.5042124312028498,0.49903550516891654,0.490018402787949,0.09540519317140515,0.7332079572676524,0.5500199048799878,0.3984839001097918,0.644428200310338,0.0
1.0,0.5101007294400622,0.5065919521711053,0.49164384041521114,0.5864646664517861,0.7591585984619484,0.49350937167102726,0.19714848621633008,0.36500458556978954,0.0
1.0,0.49212642993286076,0.4975288559704123,0.509106800469769,0.6366347255323253,0.6413957205261265,0.44122245841609886,0.5391050859509559,0.5326521990915939,0.0
1.0,0.49921502643864824,0.5051809003179663,0.48787832159480354,0.501102449984856,0.460322008223833,0.7088819450079188,0.42819691361678147,0.49452914235688716,0.0
1.0,0.4918330108642858,0.5083457755923375,0.4981774292613763,0.32787814571254054,0.5823677401543247,0.6166559158444715,0.6327311885734855,0.49050984602908204,0.0
1.0,0.48885760959981617,0.5076857515447298,0.48567573102020667,0.35901513370543814,0.4726098904747937,0.3461122407387141,0.19041063587258836,0.5577592880492594,0.0
1.0,0.5029943505693203,0.5008497528236127,0.5095813020145827,0.35320716242346495,0.5646654534882863,0.5434344217203917,0.2478303990798461,0.5397381256060801,0.0
1.0,0.49717162724519604,0.483869705298306,0.4935365005000011,0.46541422678176425,0.5426137699938146,0.954803554937491,0.5074641450267492,0.3374203542686865,0.0
1.0,0.4890553119197426,0.5162491029816683,0.4980447989768449,0.3813605757414063,0.5755473155636713,0.8895022065229928,0.4102691232711699,0.2875444110911326,0.0
1.0,0.500832348117282,0.48470032605520424,0.5043758591939834,0.7070087394667544,0.5249676729275624,0.36858748496012106,0.5052901503013135,0.39425702835190446,3.0
1.0,0.49526623708672207,0.5122564648742968,0.5101601436571519,0.5384729234205088,0.5468267478497412,0.7520740949621879,0.5268807997073167,0.17811653172642997,0.0
1.0,0.4959836027747605,0.488287902759725,0.4869884044416641,0.5335494073347845,0.5120854442165981,0.5388258679334138,0.415073537773407,0.5445091712528191,0.0
1.0,0.5081230480761787,0.508787058122136,0.48401677853010244,0.3833194338869903,0.4033830059818261,0.5225972092246876,0.30582607623751584,0.6393551128959185,0.0
1.0,0.49867165064897784,0.5159818517196546,0.5004788116776876,0.5756307400343643,0.4370278591822539,0.7239632895608717,0.5547147450618483,0.5029181008055993,2.0
1.0,0.5015863156972975,0.49496640245045614,0.4938229802905764,0.8763883013897669,0.6958801079922323,0.40537699222964035,0.464453679670234,0.5794747343565173,0.0
1.0,0.49406456245886105,0.5041483730275729,0.49809690097696424,0.5217426922279873,0.5414993898563685,0.4194472740270517,0.31523370023438924,0.7557042824619392,0.0
1.0,0.5181850180084681,0.510304312507035,0.5149381956177489,0.6475160271363662,0.5881614721006326,0.7864863857273265,0.6549449781272327,0.30177442846076163,0.0
1.0,0.4980481092948015,0.5177432315320394,0.5169369403666675,0.49299103985224474,0.6602142234516158,0.630486100061391,0.41197267462081943,0.6050827117566111,1.0
1.0,0.49938958598198513,0.49749265787315805,0.5183384337138682,0.38512092090415306,0.4477277700056002,0.2568143937624317,0.29741134501004385,0.4864807965708761,0.0
1.0,0.4808167030056179,0.4866016535382213,0.5013719044647666,0.4939266647871599,0.6869194306666897,0.6634132980374899,0.4741748791424184,0.4789825271141163,0.0
1.0,0.5003550517250901,0.5012880909663107,0.49892154638471703,0.5178635356642072,0.6075730955138267,0.702069888579379,0.6693159616566964,0.4997920268776574,0.0
1.0,0.5008615353423802,0.4922631965175088,0.5037131779554652,0.49261414736489234,0.46694503311558866,0.33320244208284217,0.4335316616871978,0.4125680994505618,0.0
1.0,0.5237011861292955,0.5108209700624998,0.4936147512608708,0.5187435792851189,0.39678634321570555,0.64919372312596,0.2905483209067555,0.46118567620424405,1.0
1.0,0.49224211616613084,0.4875759012859738,0.4927793967392067,0.6949128596644985,0.7269942231096235,0.42039411040222296,0.40478145272031923,0.3431069027396343,0.0
