observation,beta_0,beta_1,beta_2,beta_3
155,1.0,0.5,-0.39033425600910665,1.8992398260369288
156,1.0,0.5,-0.07788048243715498,1.1258501214707346
157,1.0,0.5,0.021428644286487025,1.1875254942382267
158,1.0,0.5,-0.1844395484468449,0.38853400823851086
159,1.0,0.5,-0.04654384787988941,0.8862561175184722
160,1.0,0.5,0.03289197081068987,1.7301911101623064
161,1.0,0.5,-0.35496192724787495,0.9561981655718566
162,1.0,0.5,-0.30756300120276403,1.2479942559883193
163,1.0,0.5,0.26396627633619385,0.6603915330709935
164,1.0,0.5,0.06616688971993506,1.5939492534366764
165,1.0,0.5,-0.17166842740672286,1.167507801256293
166,1.0,0.5,-0.044756975716832376,1.4492861599653593
167,1.0,0.5,-0.3433175644329689,1.3203661920697825
168,1.0,0.5,-0.3280981600875943,1.2865042062524288
169,1.0,0.5,-0.48519762965626795,1.3028592158170038
170,1.0,0.5,-0.18240875709480173,1.2621264163063524
171,1.0,0.5,-0.14491397678990856,1.3008040599055999
172,1.0,0.5,0.0343247172313966,0.8241804028218712
173,1.0,0.5,-0.3062805705584181,1.345847233434313
174,1.0,0.5,0.09984163283161024,0.8530354923748886
175,1.0,0.5,0.006454125369735442,0.8154365418784361
176,1.0,0.5,0.4347546610127757,1.0578442724644894
177,1.0,0.5,0.17537563405533435,1.1134803419791865
178,1.0,0.5,0.1895756836899291,0.7918191240617043
179,1.0,0.5,-0.08671326590522518,0.7858577489142059
180,1.0,0.5,-0.35740588373112675,0.81378382989214
181,1.0,0.5,-0.19170900442392375,0.8109309257375592
182,1.0,0.5,0.3058658568209195,1.2720740302758968
183,1.0,0.5,-0.06749670117668957,0.8220359209154491
184,1.0,0.5,-0.3952366628784657,0.7030407806843774
185,1.0,0.5,-0.11964506294725945,1.2216064045130461
186,1.0,0.5,-0.5029076055678168,0.657823860528759
187,1.0,0.5,-0.35738114999153353,2.118000546012862
188,1.0,0.5,-0.18107264453149852,0.9143031488076021
189,1.0,0.5,-0.08927696838557342,1.2361291720969068
190,1.0,0.5,-0.4048296311245573,0.6238164646878304
191,1.0,0.5,-0.403100816147763,1.0704439361092566
192,1.0,0.5,-0.49546250897824917,0.9312607202471157
193,1.0,0.5,-0.29123423440464724,0.8605799378109574
194,1.0,0.5,-0.6086554721046975,1.0702593147827169
195,1.0,0.5,-0.2230301421259917,1.6191651045039854
196,1.0,0.5,-0.11835295806721832,1.3976614250944053
197,1.0,0.5,-0.5445920468538422,1.4241594803760254
198,1.0,0.5,-0.44775308305485845,1.5885558433587
199,1.0,0.5,-0.26567164920591996,0.9536067079833611
200,1.0,0.5,-0.2542946405510363,1.4451842011722023
201,1.0,0.5,-0.2659240121475831,1.6452088567894567
202,1.0,0.5,-0.16345633958317132,1.0426733817453204
203,1.0,0.5,-0.6103780565185413,1.213465217609416
204,1.0,0.5,-0.03842019389153742,1.3873356817061064
205,1.0,0.5,-0.31729234005636253,1.4900330372909436
206,1.0,0.5,-0.3613194451512859,1.10806122473138
207,1.0,0.5,-0.638764944712466,0.9592447925367891
208,1.0,0.5,-0.21907343171225976,1.546761355786045
209,1.0,0.5,-0.15213863151497325,1.05964729827789
210,1.0,0.5,-0.17976702045828502,1.3544538049269832
211,1.0,0.5,-0.16436394670686244,1.3233580466108856
212,1.0,0.5,-0.34388691713143876,0.9949902715413537
213,1.0,0.5,-0.2211224171201844,1.1746514014324028
214,1.0,0.5,-0.4694655515521156,1.3679851151341622
215,1.0,0.5,-0.17524978240919767,0.670490594483355
216,1.0,0.5,-0.31891747838765,1.576961859616414
217,1.0,0.5,-0.5252472708433898,1.1253501857269255
218,1.0,0.5,0.08928131119995719,1.1056571198549792
219,1.0,0.5,-0.5522936852169174,1.289158908130664
220,1.0,0.5,-0.04129261305606405,1.644414493616563
221,1.0,0.5,-0.002971401515350719,1.3523215691116397
222,1.0,0.5,-0.31957924893042866,0.8804716105505339
223,1.0,0.5,0.12191728532722995,0.8468728004994499
224,1.0,0.5,-0.33424143050696464,1.9712434133644303
225,1.0,0.5,-0.3527016323644658,0.4916415446744371
226,1.0,0.5,-0.4683273859418113,1.3132039827487767
227,1.0,0.5,-0.12329298482106917,1.1311685021016302
228,1.0,0.5,-0.3640620050901563,1.6916613279673929
229,1.0,0.5,-0.36826918080745996,0.7632194456603454
230,1.0,0.5,-0.19051295909369392,1.7404214870006003
231,1.0,0.5,-0.17107472493579323,1.1606347422347179
232,1.0,0.5,0.16326445361272135,1.1707928436441322
233,1.0,0.5,0.09769480997325222,1.1851671613754169
234,1.0,0.5,-0.07408114385820894,0.8571046230838584
235,1.0,0.5,-0.17073433976836197,1.1686638161699854
236,1.0,0.5,-0.28385423284132905,1.4028731593470476
237,1.0,0.5,-0.17410154970982183,0.5950344690178423
238,1.0,0.5,-0.26997312308943033,1.0451485662772106
239,1.0,0.5,-0.3378794386643914,1.7353581068082482
240,1.0,0.5,-0.1738985087002372,1.2057484099966898
241,1.0,0.5,-0.43906682519447493,0.8412359928356852
242,1.0,0.5,-0.32931578092233443,0.8785717939740663
243,1.0,0.5,0.07350285779498719,0.7947715927830139
244,1.0,0.5,-0.5386164870973306,1.462681310609302
245,1.0,0.5,-0.40489068187317356,0.9772451243492484
246,1.0,0.5,0.24770998151802465,1.769761389577511
247,1.0,0.5,-0.3564810275002808,0.581481204975627
248,1.0,0.5,0.10381987203878004,0.9354289858489278
249,1.0,0.5,-0.35757601476446665,1.4786150367689341
250,1.0,0.5,-0.16021971519657296,0.9002247233575522
251,1.0,0.5,0.0025002880312526288,1.1555653944562227
252,1.0,0.5,-0.4322621707918284,0.34212705795531817
253,1.0,0.5,0.27900500397668704,1.250286092577321
254,1.0,0.5,-0.16702508030229907,1.647495062077859
255,1.0,0.5,-0.10598693929648262,0.707991785159865
256,1.0,0.5,-0.3743574895055925,1.1600190236547956
257,1.0,0.5,0.15536710601475354,1.1011080473416952
258,1.0,0.5,-0.08751682358753954,1.2777068543748582
259,1.0,0.5,0.3854396470393476,0.8126728133414926
260,1.0,0.5,0.17581464208784411,1.3764497663580335
261,1.0,0.5,0.047594137554123894,0.6122101226545467
262,1.0,0.5,-0.3128126211201406,1.257595444048816
263,1.0,0.5,-0.20777412067278161,1.0124360891740622
264,1.0,0.5,-0.320896356933278,1.0477391365040936
265,1.0,0.5,-0.11997597072438743,0.8971454442620571
266,1.0,0.5,-0.15692818951972656,1.0189652692536633
267,1.0,0.5,-0.49397138364542825,1.1717003457030066
268,1.0,0.5,-0.2549437636669005,0.7096993978060135
269,1.0,0.5,-0.2113142750440561,0.3845759509497719
270,1.0,0.5,-0.48486951411715556,1.188411431747444
271,1.0,0.5,-0.05062873852918115,0.618028213920627
272,1.0,0.5,-0.15476015350720718,0.8451725562601157
273,1.0,0.5,-0.049913368538553576,0.986030672866806
274,1.0,0.5,-0.04643881297971353,1.2223101721551246
275,1.0,0.5,-0.7255966145642742,1.16596827139896
276,1.0,0.5,-0.40380504258154104,1.0289185422641782
277,1.0,0.5,0.23927832314755534,1.2018333663215746
278,1.0,0.5,-0.00825478679910388,0.4939007777442467
279,1.0,0.5,-0.5507486639418049,1.4838585486318732
280,1.0,0.5,-0.15102530357808508,0.6524314505687138
281,1.0,0.5,-0.4430332053889896,2.1257101109677885
282,1.0,0.5,-0.7406241043751354,0.9757330931115216
283,1.0,0.5,0.2499384789409612,1.3554469647892762
284,1.0,0.5,-0.17024316621096616,1.3559738163036437
285,1.0,0.5,-0.03858710561778443,1.3904691490596075
286,1.0,0.5,-0.5544820742250337,1.1319981761866025
287,1.0,0.5,-0.5580338190118297,1.6801584016421771
288,1.0,0.5,-0.5084548497033445,1.104549852962038
289,1.0,0.5,0.08270109122677988,0.10022719229120924
290,1.0,0.5,-0.5766790255143591,0.7464461871152377
291,1.0,0.5,0.15526273997909174,1.3022410164386946
292,1.0,0.5,-0.5501568562507292,0.6219320819226806
293,1.0,0.5,-0.5257090030506181,1.8599515209675666
294,1.0,0.5,-0.1688680861194215,1.4894146322393502
295,1.0,0.5,-0.4321408973443195,0.6881753666211805
296,1.0,0.5,-0.1468713789912395,0.9139332158430367
297,1.0,0.5,-0.3811459537890475,1.0582359366739928
298,1.0,0.5,-0.3419551945040734,0.18667831723017048
299,1.0,0.5,-0.40098635788295217,1.1630463052427231
300,1.0,0.5,0.09416017198293647,1.57929433153745
301,1.0,0.5,-0.03931462115419415,0.8590235918630258
302,1.0,0.5,-0.15114481786904202,0.5177240990990039
303,1.0,0.5,0.08415162978798901,0.8435998740697531
304,1.0,0.5,-0.16846828434319164,1.3462400524594493
305,1.0,0.5,-0.09961536059836076,1.548181725305233
306,1.0,0.5,-0.1743254280660535,1.3423570072582935
307,1.0,0.5,-0.3730167412954244,1.6927903591810542
308,1.0,0.5,-0.3669752810361482,0.54342517103522
309,1.0,0.5,-0.21315963353888956,0.8772480806983199
310,1.0,0.5,-0.013125123278127704,1.093270208388564
311,1.0,0.5,-0.07623930120459046,1.3199284686171604
312,1.0,0.5,-0.06321554504192087,1.3682039624015618
313,1.0,0.5,-0.42340765743974385,1.5127652998959382
314,1.0,0.5,-0.02317064682741768,1.7001866114920983
315,1.0,0.5,-0.29056022034473294,1.3941338806925194
316,1.0,0.5,-0.09653889413448474,0.8745357771493352
317,1.0,0.5,-0.10917059148353869,0.7992841230284309
318,1.0,0.5,-0.4351849555995218,0.6682629206968064
319,1.0,0.5,-0.20017050684502571,1.3301457943550314
320,1.0,0.5,-0.07894969008009743,1.704058456329061
321,1.0,0.5,0.04899136764316819,0.6708683756794409
322,1.0,0.5,-0.42913319881948886,0.6672675127944228
323,1.0,0.5,-0.17879572375764152,0.5951247886684258
324,1.0,0.5,-0.11703164151593162,1.1790766030714313
325,1.0,0.5,-0.3520254853834335,0.7420643312907494
326,1.0,0.5,-0.35232491754437123,0.6356127899234538
327,1.0,0.5,-0.3513879039833696,1.067400160836969
328,1.0,0.5,-0.32818834887932397,1.4698742240692328
329,1.0,0.5,0.11853539599139534,1.0235813389395654
330,1.0,0.5,-0.1579375746216054,1.2071365631110158
331,1.0,0.5,-0.11931838505533125,0.9593896965205295
332,1.0,0.5,-0.09933857302712053,2.035703056093879
333,1.0,0.5,-0.20836151872721922,1.7460839821887801
334,1.0,0.5,-0.12768965979461464,1.2263471330324371
335,1.0,0.5,-0.040178545045830016,1.177867109326108
336,1.0,0.5,-0.2937869182812274,0.509232779208019
337,1.0,0.5,-0.29457774766190636,0.9456330840099625
338,1.0,0.5,-0.2810160779688599,1.300506533771851
339,1.0,0.5,-0.5670315217178508,1.1011383440726383
340,1.0,0.5,0.0362512548410677,0.8046392046315624
341,1.0,0.5,-0.3218179190921473,1.4203631085660091
342,1.0,0.5,0.10263133384148171,0.9577910748960665
343,1.0,0.5,-0.19084775556491132,0.8429419504741829
344,1.0,0.5,0.1404414212357471,1.7351584610846507
345,1.0,0.5,-0.23217134514051604,1.0273246540581173
346,1.0,0.5,-0.4278355273814287,0.5785889606313297
347,1.0,0.5,0.07541955270212447,0.9084861846539938
348,1.0,0.5,-0.33341125362255375,1.3745086558400457
349,1.0,0.5,0.12372849762100094,0.7616858965930229
350,1.0,0.5,-0.08792226873369488,1.2924751593811088
351,1.0,0.5,0.09944664825767169,0.6012738756331573
352,1.0,0.5,-0.35929535061773765,1.328192298279169
353,1.0,0.5,0.07064301614467794,1.9680973394063033
354,1.0,0.5,-0.33540020935951365,0.9419846662459626
355,1.0,0.5,-0.8032877218113359,0.3804358248522597
356,1.0,0.5,0.015777902445144737,1.5540173310992431
357,1.0,0.5,-0.17706750008775646,0.6834885691893837
358,1.0,0.5,-0.05113090398006401,0.5404541606018805
359,1.0,0.5,-0.23272892562990743,1.1878599522520301
360,1.0,0.5,-0.23451993996079734,1.221372118707094
361,1.0,0.5,0.1516975460407264,0.20092599851625825
362,1.0,0.5,-0.21441139538139303,0.8479636092349795
363,1.0,0.5,-0.30223470230690097,1.448188644238104
364,1.0,0.5,-0.21802141719993157,1.8221974786890056
365,1.0,0.5,-0.09094712715605682,0.8753367041808148
366,1.0,0.5,-0.7874753222524855,1.8449123582074973
367,1.0,0.5,-0.14036622122299217,0.6788750047131228
368,1.0,0.5,0.1470913943139383,1.4866646188079566
369,1.0,0.5,-0.20497090314178049,0.7577087859735008
370,1.0,0.5,-0.3058993181747572,1.0173579937577504
371,1.0,0.5,-0.15729934888092728,1.0728685857922307
372,1.0,0.5,0.19002697545279548,1.296405843577165
373,1.0,0.5,-0.07068100387009825,1.3356687362257285
374,1.0,0.5,-0.1936740917528847,0.8079669499280991
375,1.0,0.5,-0.2896812135594782,0.9480982122610886
376,1.0,0.5,-0.4796715904072482,1.6857510995237124
377,1.0,0.5,-0.18706520910876107,1.218267763918545
378,1.0,0.5,-0.23727083336668622,0.790588882297308
379,1.0,0.5,-0.6751508544798371,1.3119392982989178
380,1.0,0.5,-0.4257435407007111,1.1858477318202985
381,1.0,0.5,0.09775009587305072,0.6504076067631466
382,1.0,0.5,-0.19754758798969785,1.4711054093193479
383,1.0,0.5,-0.8009072404401822,0.6119031916374685
384,1.0,0.5,0.21638735597028896,0.9225819798825737
385,1.0,0.5,-0.3820169435411023,0.8773821309421024
386,1.0,0.5,-0.3877447410754603,0.844254921620507
387,1.0,0.5,0.1515096091282899,1.204853243047143
388,1.0,0.5,-0.43829786203868426,0.8716067570162023
389,1.0,0.5,-0.6485070921781453,0.5687613672986626
390,1.0,0.5,-0.10826311814608502,1.1853937121147422
391,1.0,0.5,-0.04589777938856801,0.579224336747024
392,1.0,0.5,-0.2668333427004472,2.0505623902438592
393,1.0,0.5,-0.20582031500227063,1.0347979508221292
394,1.0,0.5,-0.4004501281652391,1.2932628181958028
395,1.0,0.5,-0.43919695781438123,1.3722732028726217
396,1.0,0.5,-0.2858464915503518,1.5465912873380852
397,1.0,0.5,-0.06358506913014372,0.6106195159650697
398,1.0,0.5,-0.2627240778184423,1.0390629931997826
399,1.0,0.5,0.03910094653708179,1.390460376159806
400,1.0,0.5,0.19960782406154004,1.1232464483588829
401,1.0,0.5,0.03474595166486702,1.1969275827234473
402,1.0,0.5,-0.6686460160226277,0.7073547493623782
403,1.0,0.5,-0.282895119501293,0.95138544347583
404,1.0,0.5,0.04806148241899974,1.1487172691374796
405,1.0,0.5,-0.1961107526480305,1.0522547600312093
406,1.0,0.5,-0.697825976104264,1.131854089478692
407,1.0,0.5,-0.30267439985004674,0.9008143980487768
408,1.0,0.5,-0.7804416249304729,1.362430506453855
409,1.0,0.5,-0.2786244499693399,1.53697826418956
410,1.0,0.5,-0.48945608711678257,0.8747626958259416
411,1.0,0.5,-0.21548292212911074,0.6977152400541863
412,1.0,0.5,0.10420873710326534,1.3407887879614138
413,1.0,0.5,-0.6094233604110506,0.6449803357031929
414,1.0,0.5,-0.3607938790587475,0.9715996618521613
415,1.0,0.5,-0.46821668483663464,1.2783578967166882
416,1.0,0.5,0.12896122753196904,1.6702739230005617
417,1.0,0.5,0.06732486653670841,0.47206506734181786
418,1.0,0.5,-0.1093813800836778,1.1219498276473021
419,1.0,0.5,-0.15506798935234706,1.7006901233154619
420,1.0,0.5,-0.4701871256737923,0.8050489606376907
421,1.0,0.5,-0.189377270380834,0.9123335565386125
422,1.0,0.5,-0.5251271292336457,0.7504542988589598
423,1.0,0.5,-0.19309138834242676,1.335994105325174
424,1.0,0.5,-0.3471303138399862,0.4784533331609641
425,1.0,0.5,-0.2684351598180559,0.7906507649080498
426,1.0,0.5,-0.096561073847912,1.6803027850761403
427,1.0,0.5,-0.05336402906643031,1.1154918901123474
428,1.0,0.5,0.17453447919715254,0.4768425657030578
429,1.0,0.5,-0.04542416364367463,1.1265234693573514
430,1.0,0.5,0.345392325377692,0.5790431377511732
431,1.0,0.5,-0.09103468411771035,1.5990014950383065
432,1.0,0.5,0.2066145027032108,1.0793283890372947
433,1.0,0.5,-0.06387831696334113,0.931545520230929
434,1.0,0.5,-0.1343529250900145,0.9140450572274325
435,1.0,0.5,-0.27587007437443606,0.8378429593186382
436,1.0,0.5,-0.11322226914987607,0.7597541970466883
437,1.0,0.5,-0.04817874734546643,1.7007745726752581
438,1.0,0.5,-0.5500207725103847,1.520127324812265
439,1.0,0.5,-0.020122253286814773,0.9741506485653662
440,1.0,0.5,-0.6146376245585592,0.8590044330468174
441,1.0,0.5,0.032503078313498385,0.878605228198003
442,1.0,0.5,0.001965686686398238,1.2004657374885594
443,1.0,0.5,0.13478392200521322,1.2096521371226103
444,1.0,0.5,-0.4217400449543482,1.4947743016921815
445,1.0,0.5,-0.3760646158802359,0.9984874822164567
446,1.0,0.5,0.0201360964304369,0.3403050888187652
447,1.0,0.5,-0.4384953947536884,0.8381414848060916
448,1.0,0.5,-0.5212390156444202,1.2108830746572203
449,1.0,0.5,-0.05894162881176619,1.3514834815703154
450,1.0,0.5,-0.20850054930623113,1.4568510711225762
451,1.0,0.5,-0.09814224020960649,1.3036127501991113
452,1.0,0.5,-0.10363469216093205,1.5512980222092807
453,1.0,0.5,-0.1265988571223909,0.357740139248618
454,1.0,0.5,-0.23118118793590553,0.1932273607097661
455,1.0,0.5,-0.17482750547175416,1.6130303914393018
456,1.0,0.5,-0.2422829013407135,0.7448648622312349
457,1.0,0.5,-0.15326603914933418,1.2619028957499387
458,1.0,0.5,-0.5573599043918085,1.1155434902382901
459,1.0,0.5,-0.11497436806826888,0.9021705338390672
460,1.0,0.5,0.08989894370680965,1.0171184735386685
461,1.0,0.5,-0.08476954754003635,0.6344661833867172
462,1.0,0.5,-0.07795406012542153,0.6846053324605332
463,1.0,0.5,-0.3699937274353734,1.5442520046959494
464,1.0,0.5,-0.4651738950437422,1.6359462896515002
465,1.0,0.5,-0.021051477341020336,0.9261445420017718
466,1.0,0.5,-0.16396855860117135,0.97778824325674
467,1.0,0.5,-0.1852306287391317,1.2161936522889476
468,1.0,0.5,-0.16072074405807496,0.5384012010289724
469,1.0,0.5,-0.16602557927061862,1.6915280251718765
470,1.0,0.5,-0.12458200038938974,0.9996799625011521
471,1.0,0.5,-0.2191043067082329,1.0584420136739812
472,1.0,0.5,-0.6618650994457583,1.4336902902124193
473,1.0,0.5,-0.06144870870333699,1.2200820264728627
474,1.0,0.5,-0.0012237578248057712,1.3454378106871094
475,1.0,0.5,-0.5454651513874524,0.3729985784222387
476,1.0,0.5,-0.5233722770642804,1.1482507599152332
477,1.0,0.5,0.04707297422274587,1.688535497023301
478,1.0,0.5,0.002634305983302443,0.6742711252531067
479,1.0,0.5,-0.8205762062049193,1.5715290066785714
480,1.0,0.5,-0.10989769289984792,1.3368370276326402
481,1.0,0.5,-0.20569728378944613,1.3513188591101584
482,1.0,0.5,-0.11705241568868076,1.3527772742171777
483,1.0,0.5,-0.13517287819287557,1.3919689377737168
484,1.0,0.5,-0.4311343463708215,1.1237451822393396
485,1.0,0.5,-0.09937401819862904,1.5741763833646591
486,1.0,0.5,-0.44374099284334023,1.2232534282805965
487,1.0,0.5,0.0418987369517487,1.5129259413262068
488,1.0,0.5,0.035517282853771176,1.4497976860326123
